floor,year,area,price
低层（共16层）,,79.98㎡,124万
高层（共4层）,,155㎡,150万
低层（共5层）,,300㎡,112万
中层（共15层）,2017年建,91㎡,78万
中层（共15层）,2017年建,91㎡,70万
高层（共8层）,2016年建,89㎡,65万
中层（共11层）,2016年建,104㎡,93万
,,140.27㎡,209.5万
,,235㎡,259万
高层（共6层）,,89㎡,78万
中层（共5层）,,44㎡,60万
高层（共1层）,,41㎡,55万
中层（共5层）,,135.9㎡,108万
高层（共3层）,,290㎡,165万
低层（共18层）,,90㎡,132万
中层（共6层）,,124㎡,120万
中层（共5层）,,61㎡,79万
中层（共20层）,,115㎡,95万
中层（共6层）,,74.6㎡,95万
中层（共18层）,,125.8㎡,172万
高层（共6层）,,116㎡,140万
中层（共22层）,2017年建,89㎡,72万
低层（共6层）,2015年建,86㎡,65万
中层（共9层）,2019年建,88㎡,78.5万
中层（共2层）,2015年建,145.98㎡,215万
,,196㎡,198万
高层（共2层）,,106㎡,139万
中层（共5层）,,44㎡,60万
中层（共15层）,,120㎡,120万
低层（共3层）,,334㎡,550万
高层（共3层）,,144㎡,180万
中层（共12层）,,90㎡,123万
高层（共6层）,,122㎡,98万
高层（共7层）,,72㎡,70万
高层（共6层）,,117㎡,56万
中层（共26层）,,57.19㎡,105万
中层（共26层）,,57.19㎡,105万
中层（共6层）,,102㎡,140万
中层（共6层）,2018年建,89㎡,90万
中层（共13层）,2019年建,76㎡,75万
中层（共8层）,2016年建,62㎡,49万
,,196㎡,258.12万
低层（共4层）,2017年建,309㎡,213.8万
,,160㎡,348万
高层（共1层）,,280㎡,378万
中层（共6层）,,96.68㎡,115万
低层（共19层）,,123.7㎡,222.77万
高层（共9层）,,136.5㎡,100万
低层（共18层）,,110㎡,83万
中层（共17层）,,89㎡,130万
中层（共2层）,,190.27㎡,236万
中层（共28层）,,120㎡,350万
中层（共12层）,,121㎡,200万
高层（共33层）,,37㎡,34万
中层（共27层）,,43㎡,94万
中层（共6层）,,113㎡,88万
中层（共15层）,2015年建,86㎡,37.9万
中层（共15层）,2018年建,90㎡,80万
,,130㎡,228万
高层（共18层）,,101㎡,120万
中层（共20层）,,89.99㎡,128万
低层（共7层）,,99㎡,125万
高层（共18层）,,127㎡,252万
高层（共18层）,,127㎡,252万
低层（共5层）,,90㎡,82万
高层（共2层）,,330㎡,138万
中层（共22层）,,58.5㎡,86万
高层（共1层）,,121㎡,150万
高层（共6层）,,38.51㎡,58万
中层（共6层）,,112㎡,98万
低层（共14层）,,138.18㎡,180万
低层（共18层）,2016年建,70㎡,60万
中层（共13层）,2015年建,66㎡,41万
低层（共17层）,2017年建,66㎡,53万
,,195.89㎡,185万
,,520㎡,680万
高层（共5层）,,139㎡,140万
低层（共7层）,,105㎡,89万
低层（共18层）,,139㎡,185万
高层（共7层）,,90㎡,78万
中层（共5层）,,110㎡,60万
中层（共7层）,,97.22㎡,83万
低层（共6层）,,90㎡,58万
高层（共5层）,,40㎡,22万
中层（共30层）,,34.12㎡,38万
中层（共17层）,2020年建,70.2㎡,50万
低层（共11层）,2015年建,89㎡,78万
低层（共16层）,2017年建,86㎡,68万
,,318.98㎡,260万
,,165.3㎡,288万
高层（共11层）,,126㎡,118万
中层（共9层）,,124㎡,148万
低层（共23层）,,120㎡,168万
高层（共3层）,,310㎡,658万
高层（共6层）,,141㎡,90万
高层（共6层）,,141㎡,90万
高层（共7层）,,96㎡,88万
高层（共5层）,,63㎡,39万
低层（共27层）,,132㎡,208万
高层（共8层）,2018年建,60㎡,41.2万
高层（共7层）,2014年建,86㎡,77万
中层（共16层）,2017年建,87㎡,58万
,,130㎡,178.5万
中层（共5层）,,104㎡,126.8万
中层（共15层）,,110㎡,85万
中层（共6层）,,128㎡,170万
中层（共6层）,,143㎡,138万
高层（共6层）,,57.14㎡,95万
高层（共5层）,,238㎡,80万
中层（共18层）,2020年建,99㎡,95万
中层（共27层）,,44.56㎡,48万
中层（共20层）,,89㎡,175万
中层（共18层）,,89㎡,85万
中层（共16层）,,107㎡,120万
中层（共7层）,,101㎡,58万
中层（共16层）,,37㎡,48万
中层（共6层）,,98㎡,39.5万
中层（共19层）,,143.6㎡,187万
中层（共5层）,,125㎡,250万
高层（共6层）,,65㎡,95万
高层（共3层）,,35㎡,25万
中层（共34层）,,86㎡,106万
中层（共15层）,2000年建,89㎡,96万
中层（共12层）,,89㎡,102万
高层（共10层）,,89㎡,175万
中层（共27层）,,48.9㎡,50万
低层（共6层）,,114.5㎡,135万
中层（共16层）,,83.5㎡,105万
中层（共16层）,,107㎡,130万
低层（共16层）,,91㎡,122万
高层（共29层）,,226㎡,350万
中层（共16层）,,120㎡,122万
中层（共15层）,2000年建,88㎡,95万
高层（共26层）,,50㎡,70万
高层（共10层）,,89㎡,175万
中层（共16层）,,101㎡,200万
高层（共6层）,,90㎡,90万
高层（共29层）,,226㎡,350万
低层（共17层）,,120㎡,188万
高层（共18层）,,118㎡,155万
中层（共32层）,,89㎡,105万
高层（共16层）,,121㎡,121万
中层（共18层）,,123㎡,111万
高层（共4层）,,118.2㎡,155万
中层（共9层）,,115㎡,198万
高层（共13层）,,128㎡,220万
高层（共10层）,,126㎡,145万
中层（共18层）,,93㎡,90万
高层（共10层）,,223.8㎡,135.5万
高层（共5层）,,124㎡,135万
低层（共32层）,,163㎡,268万
中层（共11层）,,119㎡,178万
高层（共8层）,2000年建,89㎡,102万
低层（共18层）,2017年建,45㎡,39万
中层（共18层）,2017年建,80㎡,75万
中层（共7层）,,70.22㎡,78万
高层（共7层）,,100㎡,198万
低层（共5层）,,72㎡,64万
高层（共6层）,,75㎡,105万
高层（共6层）,,75㎡,105万
高层（共18层）,,139㎡,205万
中层（共18层）,,85㎡,70万
高层（共8层）,2017年建,69㎡,69.3万
高层（共20层）,2015年建,99㎡,112万
中层（共7层）,,124㎡,168万
中层（共15层）,,89㎡,110万
中层（共32层）,,156.27㎡,210万
高层（共31层）,,190㎡,170万
中层（共2层）,,400㎡,120万
中层（共2层）,,400㎡,120万
低层（共18层）,,93㎡,92万
中层（共34层）,2017年建,89㎡,98万
中层（共16层）,2018年建,89㎡,88万
高层（共33层）,,141㎡,195万
低层（共8层）,,63.03㎡,50万
低层（共23层）,,89.9㎡,85万
低层（共6层）,,396.81㎡,715万
低层（共12层）,,81㎡,85万
高层（共5层）,,92㎡,115万
低层（共26层）,2017年建,88㎡,79万
中层（共8层）,2019年建,88㎡,72万
中层（共18层）,2018年建,89㎡,77万
高层（共17层）,2019年建,89㎡,85万
低层（共6层）,,140㎡,288万
低层（共6层）,,119㎡,76万
高层（共5层）,,106.77㎡,65万
高层（共4层）,,500㎡,120万
低层（共11层）,,170㎡,185万
高层（共27层）,,134.44㎡,148万
中层（共16层）,2014年建,67.2㎡,66.6万
中层（共12层）,2017年建,88㎡,78.9万
高层（共9层）,2018年建,65㎡,61万
高层（共17层）,2018年建,66㎡,55万
中层（共6层）,2015年建,83.6㎡,73.6万
中层（共18层）,2019年建,220㎡,120万
中层（共17层）,,119㎡,133.8万
高层（共32层）,,180㎡,350万
高层（共4层）,,253.3㎡,235万
中层（共18层）,,82㎡,84万
低层（共18层）,2014年建,85㎡,90万
低层（共22层）,2018年建,65㎡,67万
中层（共16层）,2015年建,76㎡,69.5万
中层（共17层）,2018年建,92㎡,75万
中层（共16层）,2016年建,73㎡,60万
低层（共9层）,,134㎡,168.8万
中层（共18层）,,78㎡,99万
中层（共17层）,2014年建,88㎡,55万
中层（共17层）,2018年建,92㎡,75万
高层（共8层）,2017年建,100㎡,88.3万
中层（共11层）,,139㎡,220万
中层（共5层）,,90㎡,130万
高层（共3层）,,200㎡,375万
中层（共18层）,,88㎡,99万
中层（共18层）,2018年建,89㎡,77万
中层（共16层）,2017年建,90㎡,80万
中层（共17层）,2014年建,88㎡,58.5万
高层（共17层）,2018年建,88㎡,70万
高层（共3层）,,135㎡,218万
高层（共6层）,,100㎡,139万
低层（共26层）,2014年建,93㎡,95万
高层（共11层）,2017年建,65㎡,49万
高层（共26层）,,44㎡,47万
中层（共16层）,2018年建,88.8㎡,70万
中层（共18层）,2019年建,88㎡,75万
高层（共11层）,2017年建,71㎡,55万
高层（共4层）,,146㎡,230万
高层（共4层）,,188㎡,430万
高层（共6层）,,102㎡,156万
中层（共16层）,2018年建,98㎡,84万
中层（共12层）,2016年建,89.2㎡,76.5万
中层（共11层）,2015年建,92㎡,65万
中层（共23层）,,44.28㎡,70万
高层（共3层）,,300㎡,120万
中层（共18层）,,140㎡,130万
中层（共17层）,2018年建,78㎡,63万
中层（共12层）,2018年建,70㎡,80万
中层（共17层）,2018年建,63㎡,58万
高层（共10层）,,95㎡,146万
低层（共3层）,,106㎡,180万
低层（共3层）,,106㎡,180万
中层（共17层）,2017年建,87㎡,89万
高层（共9层）,2018年建,65㎡,61万
低层（共11层）,2017年建,68㎡,52万
低层（共18层）,,140㎡,10000万
高层（共5层）,,75㎡,95万
高层（共12层）,,110㎡,100万
高层（共6层）,,99.2㎡,88万
低层（共12层）,2015年建,85.3㎡,60万
低层（共10层）,2016年建,163㎡,288万
高层（共1层）,2020年建,183㎡,430万
中层（共4层）,,230㎡,468万
低层（共4层）,,300㎡,72万
低层（共16层）,2000年建,89㎡,78万
中层（共33层）,2018年建,89㎡,93万
中层（共11层）,2018年建,80㎡,60万
中层（共8层）,,109㎡,55万
中层（共10层）,,115㎡,70万
中层（共5层）,,118㎡,70万
中层（共23层）,2018年建,110㎡,85.8万
低层（共4层）,,300㎡,100万
中层（共6层）,,110㎡,160万
低层（共7层）,,33㎡,30万
低层（共17层）,,44.9㎡,72万
高层（共1层）,2020年建,120㎡,88万
中层（共18层）,2016年建,96㎡,110万
中层（共27层）,2017年建,110㎡,100万
中层（共6层）,,85㎡,117万
高层（共6层）,,118㎡,160万
中层（共18层）,2016年建,105㎡,120万
高层（共18层）,2017年建,80㎡,90万
中层（共18层）,2018年建,89㎡,57万
高层（共3层）,,133㎡,68万
低层（共3层）,,312㎡,180万
中层（共18层）,2016年建,55㎡,54万
高层（共18层）,2016年建,52㎡,55万
低层（共18层）,2018年建,89㎡,62万
低层（共17层）,,79㎡,125万
中层（共11层）,,79㎡,48万
高层（共6层）,,63.7㎡,67万
中层（共9层）,,56㎡,80万
高层（共6层）,,169㎡,198万
高层（共16层）,2018年建,96㎡,100万
中层（共16层）,2019年建,66㎡,60万
中层（共17层）,2019年建,136㎡,120万
中层（共11层）,,132㎡,165万
高层（共6层）,,150㎡,168万
中层（共6层）,2015年建,62㎡,39万
中层（共26层）,2018年建,73㎡,61万
中层（共5层）,,118㎡,65万
中层（共5层）,,128㎡,60万
高层（共11层）,,93㎡,47万
中层（共22层）,2016年建,118㎡,108万
中层（共22层）,,55㎡,68万
低层（共28层）,,135㎡,270万
高层（共5层）,,84㎡,166万
高层（共15层）,,143㎡,260万
高层（共6层）,,166㎡,210万
中层（共6层）,2014年建,79㎡,68万
低层（共18层）,2018年建,89㎡,99万
中层（共16层）,2016年建,73㎡,60万
中层（共17层）,,145㎡,205万
低层（共5层）,,88㎡,135万
中层（共18层）,2017年建,87㎡,78万
中层（共15层）,2014年建,88㎡,80万
中层（共5层）,,93㎡,46万
低层（共3层）,,130㎡,60万
中层（共11层）,,89㎡,50万
中层（共9层）,2018年建,88㎡,82万
高层（共7层）,,82㎡,82万
,,165㎡,350万
低层（共28层）,,135㎡,260万
低层（共28层）,,135㎡,265万
低层（共6层）,,94㎡,133万
高层（共6层）,,166㎡,210万
高层（共6层）,,183㎡,315万
中层（共22层）,,97㎡,77万
中层（共12层）,2016年建,76㎡,68万
中层（共16层）,2016年建,88㎡,75万
中层（共6层）,2015年建,89㎡,96万
高层（共2层）,,100㎡,68万
高层（共3层）,,160㎡,12万
高层（共3层）,,300㎡,12万
高层（共11层）,2017年建,92㎡,84万
中层（共11层）,,103㎡,84万
中层（共18层）,2018年建,87㎡,71万
中层（共5层）,,88㎡,45万
中层（共5层）,,118㎡,55万
中层（共5层）,,128㎡,55万
中层（共11层）,,120㎡,140万
高层（共1层）,,135㎡,140万
低层（共32层）,,89㎡,215万
中层（共16层）,,138㎡,155万
中层（共25层）,,139㎡,230万
中层（共18层）,,126㎡,150万
高层（共8层）,,110㎡,88万
中层（共15层）,2016年建,85㎡,83万
中层（共12层）,2016年建,78㎡,78万
高层（共4层）,,219㎡,180万
高层（共3层）,,300㎡,12万
高层（共21层）,,58.7㎡,62.8万
低层（共18层）,2018年建,90㎡,79万
中层（共20层）,2017年建,73㎡,74万
中层（共16层）,2018年建,89㎡,78万
中层（共6层）,,93㎡,50万
中层（共12层）,,115㎡,60万
高层（共18层）,,108㎡,110万
中层（共3层）,2018年建,420㎡,365万
高层（共18层）,,115㎡,150万
低层（共4层）,,81.76㎡,62万
高层（共7层）,,122.4㎡,140万
高层（共18层）,,87㎡,155万
中层（共11层）,,148㎡,310万
中层（共18层）,,65㎡,90万
高层（共8层）,2014年建,87㎡,64万
中层（共16层）,2017年建,68㎡,60万
低层（共6层）,,102㎡,142万
高层（共5层）,,71㎡,81万
低层（共6层）,,151㎡,200万
中层（共18层）,2017年建,80㎡,77万
高层（共12层）,2017年建,82㎡,58万
中层（共12层）,2019年建,60㎡,41万
中层（共11层）,,89㎡,55万
高层（共3层）,,313㎡,185万
中层（共10层）,,110㎡,32万
中层（共16层）,2019年建,91.8㎡,68万
中层（共34层）,,89㎡,20万
高层（共16层）,2019年建,90㎡,63万
高层（共28层）,,129㎡,300万
高层（共10层）,,147㎡,316万
中层（共18层）,,120㎡,96万
中层（共11层）,,138㎡,110万
高层（共5层）,,149.5㎡,265万
低层（共29层）,,65㎡,115万
中层（共16层）,2017年建,68㎡,60万
中层（共25层）,2017年建,105㎡,100万
中层（共15层）,2017年建,142㎡,100万
高层（共18层）,,117㎡,110万
高层（共4层）,,219㎡,100万
中层（共5层）,,106㎡,86万
中层（共15层）,2012年建,89㎡,78万
中层（共18层）,2018年建,89㎡,57万
低层（共3层）,,312㎡,180万
高层（共5层）,,127㎡,68万
中层（共5层）,,90㎡,53万
中层（共11层）,2018年建,95㎡,68万
中层（共4层）,2010年建,600.6㎡,532.7万
中层（共20层）,2018年建,89㎡,60万
低层（共32层）,,120㎡,120万
低层（共6层）,,80.4㎡,125万
低层（共20层）,,112㎡,188万
高层（共18层）,,99㎡,145万
中层（共6层）,,147㎡,185万
高层（共3层）,,42㎡,41万
高层（共11层）,2014年建,72㎡,65.7万
中层（共16层）,2017年建,100㎡,108万
中层（共24层）,2015年建,110.1㎡,120万
低层（共5层）,,85㎡,120万
中层（共18层）,2015年建,87㎡,85万
高层（共11层）,2019年建,67㎡,61万
高层（共28层）,2017年建,105.6㎡,74万
中层（共5层）,,90㎡,65万
中层（共5层）,,93㎡,53万
低层（共4层）,,310㎡,160万
高层（共19层）,2016年建,89㎡,88万
中层（共22层）,2018年建,89.2㎡,72.6万
中层（共21层）,2017年建,85㎡,80万
高层（共32层）,2016年建,80㎡,108.8万
高层（共18层）,,142㎡,158万
高层（共6层）,,142㎡,80万
高层（共6层）,,133.9㎡,265万
中层（共26层）,,140㎡,240万
低层（共23层）,,142㎡,126万
高层（共6层）,,89.6㎡,154万
低层（共18层）,2018年建,88㎡,75万
中层（共17层）,2017年建,78㎡,70万
低层（共16层）,2015年建,89㎡,80万
